Age,Attrition,BusinessTravel,Daily Rate,Department,Distance From Home,Education,Education Field,EmployeeNumber,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,JobRole,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Overtime,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
36,Yes,Travel Rarely,660,Research & Development,15,Bachelor,Other,1052,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7.0,No Overtime,14,3,Medium,1,9.0,3,Medium,1,0.0,0.0,0.0
26,Yes,Travel Frequently,342,Research & Development,2,Bachelor,Life Sciences,1053,Low,Male,57,High,1,Research Scientist,Low,Married,2042,15346,6.0,Overtime,14,3,Medium,1,6.0,2,High,3,2.0,1.0,2.0
34,No,Travel Rarely,1333,Sales,10,Master,Life Sciences,1055,High,Female,87,High,1,Sales Representative,High,Married,2220,18410,1.0,Overtime,19,3,Very High,1,1.0,2,High,1,1.0,0.0,0.0
28,No,Travel Rarely,1144,Sales,10,Below College,Medical,1056,Very High,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1.0,No Overtime,22,4,Medium,0,1.0,5,High,1,0.0,0.0,0.0
38,No,Travel Frequently,1186,Research & Development,3,Master,Other,1060,High,Male,44,High,1,Research Scientist,High,Married,2821,2997,3.0,No Overtime,16,3,Low,1,8.0,2,High,2,2.0,2.0,2.0
50,No,Travel Rarely,1464,Research & Development,2,Master,Medical,1061,Medium,Male,62,High,5,Research Director,High,Married,16581,12853,2.0,Overtime,11,3,Very High,1,28.5,2,Medium,8,1.0,7.0,7.0
37,No,Travel Rarely,124,Research & Development,3,Bachelor,Other,1062,Very High,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3.0,No Overtime,15,3,Low,0,8.0,3,Medium,4,3.0,0.0,1.0
40,No,Travel Rarely,300,Sales,26,Bachelor,Marketing,1066,High,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1.0,No Overtime,14,3,Medium,1,8.0,3,Medium,7,7.0,7.0,5.0
26,No,Travel Frequently,921,Research & Development,1,Below College,Medical,1068,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1.0,No Overtime,13,3,High,2,5.0,5,High,5,3.0,1.0,3.0
46,No,Travel Rarely,430,Research & Development,1,Master,Medical,1069,Very High,Male,40,High,5,Research Director,Very High,Divorced,16581,21445,8.5,No Overtime,17,3,Very High,2,23.0,0,High,2,2.0,2.0,2.0
54,No,Travel Rarely,1082,Sales,2,Master,Life Sciences,1070,High,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6.0,No Overtime,11,3,Medium,1,13.0,4,High,9,4.0,7.0,0.0
56,No,Travel Frequently,1240,Research & Development,9,Bachelor,Medical,1071,Low,Female,63,High,1,Research Scientist,High,Married,2942,12154,2.0,No Overtime,19,3,Medium,1,18.0,4,High,5,4.0,0.0,3.0
36,No,Travel Rarely,796,Research & Development,12,Doctor,Medical,1073,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,15669,0.0,No Overtime,11,3,Medium,0,15.0,2,Medium,14,8.0,7.0,8.0
55,No,No Travel,444,Research & Development,2,Below College,Medical,1074,High,Male,40,Medium,4,Manager,Low,Single,16581,17323,7.0,No Overtime,15,3,Medium,0,28.5,3,Very High,9,7.0,6.0,2.0
43,No,Travel Rarely,415,Sales,25,Bachelor,Medical,1076,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5.0,No Overtime,13,3,High,1,18.0,5,High,1,0.0,0.0,0.0
20,Yes,Travel Frequently,769,Sales,9,Bachelor,Marketing,1077,Very High,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1.0,Overtime,14,3,Medium,0,2.0,3,High,2,2.0,0.0,2.0
21,Yes,Travel Rarely,1334,Research & Development,10,Bachelor,Life Sciences,1079,High,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1.0,No Overtime,13,3,Low,0,1.0,6,Medium,1,0.0,1.0,0.0
46,No,Travel Rarely,1003,Research & Development,8,Master,Life Sciences,1080,Very High,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8.0,Overtime,23,4,Low,3,19.0,2,High,16,13.0,1.0,7.0
51,Yes,Travel Rarely,1323,Research & Development,4,Master,Life Sciences,1081,Low,Male,34,High,1,Research Scientist,High,Married,2461,10332,8.5,Overtime,12,3,High,3,18.0,2,Very High,10,0.0,2.0,7.0
28,Yes,No Travel,1366,Research & Development,24,College,Technical Degree,1082,Medium,Male,72,Medium,3,Healthcare Representative,Low,Single,8722,12355,1.0,No Overtime,12,3,Low,0,10.0,2,Medium,10,7.0,1.0,9.0
26,No,Travel Rarely,192,Research & Development,1,College,Medical,1083,Low,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1.0,No Overtime,16,3,Low,2,6.0,2,High,5,3.0,1.0,3.0
30,No,Travel Rarely,1176,Research & Development,20,Bachelor,Other,1084,High,Male,85,High,2,Manufacturing Director,Low,Married,9957,9096,0.0,No Overtime,15,3,High,1,7.0,1,Medium,6,2.0,0.0,2.0
41,No,Travel Rarely,509,Research & Development,7,College,Technical Degree,1085,Medium,Female,43,Very High,1,Research Scientist,High,Married,3376,18863,1.0,No Overtime,13,3,High,0,10.0,3,High,10,6.0,0.0,8.0
38,No,Travel Rarely,330,Research & Development,17,Below College,Life Sciences,1088,High,Female,65,Medium,3,Healthcare Representative,High,Married,8823,24608,0.0,No Overtime,18,3,Low,1,20.0,4,Medium,18,9.0,1.0,9.0
40,No,Travel Rarely,1492,Research & Development,20,Master,Technical Degree,1092,Low,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4.0,No Overtime,20,4,Very High,1,14.0,6,High,11,10.0,7.5,1.0
27,No,No Travel,1277,Research & Development,8,Doctor,Life Sciences,1094,Low,Male,87,Low,1,Laboratory Technician,High,Married,4621,5869,1.0,No Overtime,19,3,Very High,3,3.0,4,High,3,2.0,1.0,2.0
55,No,Travel Frequently,1091,Research & Development,2,Below College,Life Sciences,1096,Very High,Male,65,High,3,Manufacturing Director,Medium,Married,10976,15813,3.0,No Overtime,18,3,Medium,1,23.0,4,High,3,2.0,1.0,2.0
28,No,Travel Rarely,857,Research & Development,10,Bachelor,Other,1097,High,Female,59,High,2,Research Scientist,High,Single,3660,7909,3.0,No Overtime,13,3,Very High,0,10.0,4,Very High,8,7.0,1.0,7.0
44,Yes,Travel Rarely,1376,Human Resources,1,College,Medical,1098,Medium,Male,91,Medium,3,Human Resources,Low,Married,10482,2326,8.5,No Overtime,14,3,Very High,1,24.0,1,High,18,6.0,3.0,6.0
33,No,Travel Rarely,654,Research & Development,5,Bachelor,Life Sciences,1099,Very High,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4.0,No Overtime,15,3,High,1,9.0,2,High,3,2.0,1.0,2.0
35,Yes,Travel Rarely,1204,Sales,4,Bachelor,Technical Degree,1100,Very High,Male,86,High,3,Sales Executive,Low,Single,9582,10333,0.0,Overtime,22,4,Low,0,9.0,2,High,8,7.0,4.0,7.0
33,Yes,Travel Frequently,827,Research & Development,29,Master,Medical,1101,Low,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1.0,No Overtime,22,4,Medium,0,14.0,4,High,13,7.0,3.0,8.0
28,No,Travel Rarely,895,Research & Development,15,College,Life Sciences,1102,Low,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1.0,No Overtime,16,3,Very High,1,4.0,5,Medium,4,2.0,2.0,2.0
34,No,Travel Frequently,618,Research & Development,3,Below College,Life Sciences,1103,Low,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0.0,No Overtime,17,3,High,0,7.0,1,Medium,6,2.0,0.0,4.0
37,No,Travel Rarely,309,Sales,10,Master,Life Sciences,1105,Very High,Female,88,Medium,2,Sales Executive,Very High,Divorced,6694,24223,2.0,Overtime,14,3,High,3,8.0,5,High,1,0.0,0.0,0.0
25,Yes,Travel Rarely,1219,Research & Development,4,Below College,Technical Degree,1106,Very High,Male,32,High,1,Laboratory Technician,Very High,Married,3691,4605,1.0,Overtime,15,3,Medium,1,7.0,3,Very High,7,7.0,5.0,6.0
26,Yes,Travel Rarely,1330,Research & Development,21,Bachelor,Medical,1107,Low,Male,37,High,1,Laboratory Technician,High,Divorced,2377,19373,1.0,No Overtime,20,4,High,1,1.0,0,Medium,1,1.0,0.0,0.0
33,Yes,Travel Rarely,1017,Research & Development,25,Bachelor,Medical,1108,Low,Male,55,Medium,1,Research Scientist,Medium,Single,2313,2993,4.0,Overtime,20,4,Medium,0,5.0,0,High,2,2.0,2.0,2.0
42,No,Travel Rarely,469,Research & Development,2,College,Medical,1109,Very High,Male,35,High,4,Manager,Low,Married,16581,14399,0.0,No Overtime,17,3,Very High,1,23.0,3,High,18,6.0,7.5,7.0
28,Yes,Travel Frequently,1009,Research & Development,1,Bachelor,Medical,1111,Low,Male,45,Medium,1,Laboratory Technician,Medium,Divorced,2596,7160,1.0,No Overtime,15,3,Low,2,1.0,2,High,1,0.0,0.0,0.0
50,Yes,Travel Frequently,959,Sales,1,Master,Other,1113,Very High,Male,81,High,2,Sales Executive,High,Single,4728,17251,3.0,Overtime,14,3,Very High,0,5.0,4,High,0,0.0,0.0,0.0
33,No,Travel Frequently,970,Sales,7,Bachelor,Life Sciences,1114,Very High,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0.0,No Overtime,17,3,High,1,4.0,3,High,3,2.0,0.0,2.0
34,No,No Travel,697,Research & Development,3,Master,Life Sciences,1115,High,Male,40,Medium,1,Research Scientist,Very High,Married,2979,22478,3.0,No Overtime,17,3,Very High,3,6.0,2,High,0,0.0,0.0,0.0
48,No,No Travel,1262,Research & Development,1,Master,Medical,1116,Low,Male,35,Very High,4,Manager,Very High,Single,16581,16154,2.0,No Overtime,22,4,High,0,27.0,3,Medium,5,4.0,2.0,1.0
45,No,No Travel,1050,Sales,9,Master,Life Sciences,1117,Medium,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1.0,No Overtime,13,3,Very High,1,15.0,2,High,15,10.0,4.0,12.0
52,No,Travel Rarely,994,Research & Development,7,Master,Life Sciences,1118,Medium,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7.0,No Overtime,19,3,Very High,0,18.0,4,High,8,6.0,4.0,0.0
38,No,Travel Rarely,770,Sales,10,Master,Marketing,1119,High,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0.0,Overtime,14,3,Medium,2,9.0,2,High,8,7.0,2.0,7.0
29,No,Travel Rarely,1107,Research & Development,28,Master,Life Sciences,1120,High,Female,93,High,1,Research Scientist,Very High,Divorced,2514,26968,4.0,No Overtime,22,4,Low,1,11.0,1,High,7,5.0,1.0,7.0
28,No,Travel Rarely,950,Research & Development,3,Bachelor,Medical,1121,Very High,Female,93,High,3,Manufacturing Director,Medium,Divorced,7655,8039,0.0,No Overtime,17,3,Medium,3,10.0,3,Medium,9,7.0,1.0,7.0
46,No,Travel Rarely,406,Sales,3,Below College,Marketing,1124,Low,Male,52,High,4,Manager,High,Married,16581,15596,3.0,No Overtime,12,3,Very High,1,23.0,3,High,12,9.0,4.0,9.0
38,No,Travel Rarely,130,Sales,2,College,Marketing,1125,Very High,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7.0,No Overtime,16,3,High,0,10.0,2,High,1,0.0,0.0,0.0
43,No,Travel Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1126,High,Female,83,High,3,Manufacturing Director,Low,Married,10820,11535,8.0,No Overtime,11,3,High,1,18.0,1,High,8,7.0,0.0,1.0
39,Yes,Travel Frequently,203,Research & Development,2,Bachelor,Life Sciences,1127,Low,Male,84,High,4,Healthcare Representative,Very High,Divorced,12169,13547,7.0,No Overtime,11,3,Very High,3,21.0,4,High,18,7.0,7.5,5.0
40,No,Travel Rarely,1308,Research & Development,14,Bachelor,Medical,1128,High,Male,44,Medium,5,Research Director,High,Single,16581,17544,1.0,No Overtime,14,3,Low,0,21.0,2,Very High,18,7.0,4.0,9.0
21,No,Travel Rarely,984,Research & Development,1,Below College,Technical Degree,1131,Very High,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1.0,Overtime,11,3,High,0,2.0,6,Very High,2,2.0,2.0,2.0
39,No,No Travel,439,Research & Development,9,Bachelor,Life Sciences,1132,High,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,8.5,No Overtime,15,3,High,0,9.0,2,Medium,5,4.0,0.0,3.0
36,No,No Travel,217,Research & Development,18,Master,Life Sciences,1133,Low,Male,78,High,2,Manufacturing Director,Very High,Single,7779,23238,2.0,No Overtime,20,4,Low,0,18.0,0,High,11,9.0,0.0,9.0
31,No,Travel Frequently,793,Sales,20,Bachelor,Life Sciences,1135,High,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0.0,No Overtime,12,3,Low,1,3.0,4,High,2,2.0,2.0,2.0
28,No,Travel Rarely,1451,Research & Development,2,Below College,Life Sciences,1136,Low,Male,67,Medium,1,Research Scientist,Medium,Married,3201,19911,0.0,No Overtime,17,3,Low,0,6.0,2,Low,5,3.0,0.0,4.0
35,No,Travel Frequently,1182,Sales,11,College,Marketing,1137,Very High,Male,54,High,2,Sales Executive,Very High,Divorced,4968,18500,1.0,No Overtime,11,3,Very High,1,5.0,3,High,5,2.0,0.0,2.0
49,No,Travel Rarely,174,Sales,8,Master,Technical Degree,1138,Very High,Male,56,Medium,4,Sales Executive,Medium,Married,13120,11879,6.0,No Overtime,17,3,Medium,1,22.0,3,High,9,8.0,2.0,3.0
34,No,Travel Frequently,1003,Research & Development,2,College,Life Sciences,1140,Very High,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2.0,No Overtime,11,3,Very High,0,5.0,3,Medium,3,2.0,0.0,2.0
29,No,Travel Frequently,490,Research & Development,10,Bachelor,Life Sciences,1143,Very High,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0.0,No Overtime,14,3,Very High,2,8.0,2,Medium,7,5.0,1.0,1.0
42,No,Travel Rarely,188,Research & Development,29,Bachelor,Medical,1148,Medium,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4.0,No Overtime,19,3,Low,0,16.0,3,High,1,0.0,0.0,0.0
29,No,Travel Rarely,718,Research & Development,8,Below College,Medical,1150,Medium,Male,79,Medium,2,Manufacturing Director,Very High,Married,5056,17689,1.0,Overtime,15,3,High,1,10.0,2,Medium,10,7.0,1.0,2.0
38,No,Travel Rarely,433,Human Resources,1,Bachelor,Human Resources,1152,High,Male,37,Very High,1,Human Resources,High,Married,2844,6004,1.0,No Overtime,13,3,Very High,1,7.0,2,Very High,7,6.0,5.0,0.0
28,No,Travel Frequently,773,Research & Development,6,Bachelor,Life Sciences,1154,High,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1.0,Overtime,14,3,Very High,1,3.0,2,High,3,1.0,0.0,2.0
18,Yes,No Travel,247,Research & Development,8,Below College,Medical,1156,High,Male,80,High,1,Laboratory Technician,High,Single,1904,13556,1.0,No Overtime,12,3,Very High,0,0.0,0,High,0,0.0,0.0,0.0
33,Yes,Travel Rarely,603,Sales,9,Master,Marketing,1157,Low,Female,77,High,2,Sales Executive,Low,Single,8224,18385,0.0,Overtime,17,3,Low,0,6.0,3,High,5,2.0,0.0,3.0
41,No,Travel Rarely,167,Research & Development,12,Master,Life Sciences,1158,Medium,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3.0,Overtime,11,3,Low,1,6.0,4,High,1,0.0,0.0,0.0
31,Yes,Travel Frequently,874,Research & Development,15,Bachelor,Medical,1160,High,Male,72,High,1,Laboratory Technician,High,Married,2610,6233,1.0,No Overtime,12,3,High,1,2.0,5,Medium,2,2.0,2.0,2.0
37,No,Travel Rarely,367,Research & Development,25,College,Medical,1161,High,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7.0,No Overtime,13,3,High,2,9.0,2,High,6,2.0,1.0,3.0
27,No,Travel Rarely,199,Research & Development,6,Bachelor,Life Sciences,1162,Very High,Male,55,Medium,1,Research Scientist,High,Married,2539,7950,1.0,No Overtime,13,3,High,1,4.0,0,High,4,2.0,2.0,2.0
34,No,Travel Rarely,1400,Sales,9,Below College,Life Sciences,1163,Medium,Female,70,High,2,Sales Executive,High,Married,5714,5829,1.0,No Overtime,20,4,Low,0,6.0,3,Medium,6,5.0,1.0,3.0
35,No,Travel Rarely,528,Human Resources,8,Master,Technical Degree,1164,High,Male,100,High,1,Human Resources,High,Single,4323,7108,1.0,No Overtime,17,3,Medium,0,6.0,2,Low,5,4.0,1.0,4.0
29,Yes,Travel Rarely,408,Sales,23,Below College,Life Sciences,1165,Very High,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1.0,No Overtime,13,3,Low,1,11.0,3,Low,11,8.0,3.0,10.0
40,No,Travel Frequently,593,Research & Development,9,Master,Medical,1166,Medium,Female,88,High,3,Research Director,High,Single,13499,13782,8.5,No Overtime,17,3,High,0,20.0,3,Medium,18,7.0,2.0,13.0
42,Yes,Travel Frequently,481,Sales,12,Bachelor,Life Sciences,1167,High,Male,44,High,4,Sales Executive,Low,Single,13758,2447,0.0,Overtime,12,3,Medium,0,22.0,2,Medium,18,9.0,7.5,14.0
42,No,Travel Rarely,647,Sales,4,Master,Marketing,1171,Medium,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7.0,No Overtime,13,3,Very High,0,9.0,3,Very High,6,4.0,1.0,5.0
35,No,Travel Rarely,982,Research & Development,1,Master,Medical,1172,Very High,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6.0,No Overtime,12,3,Medium,1,10.0,2,High,8,0.0,1.0,7.0
24,No,Travel Rarely,477,Research & Development,24,Bachelor,Medical,1173,Very High,Male,49,High,1,Laboratory Technician,Medium,Single,3597,6409,8.0,No Overtime,22,4,Very High,0,6.0,2,High,4,3.0,1.0,2.0
28,Yes,Travel Rarely,1485,Research & Development,12,Below College,Life Sciences,1175,High,Female,79,High,1,Laboratory Technician,Very High,Married,2515,22955,1.0,Overtime,11,3,Very High,0,1.0,4,Medium,1,1.0,0.0,0.0
26,No,Travel Rarely,1384,Research & Development,3,Master,Medical,1177,Low,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1.0,No Overtime,22,4,Medium,1,8.0,2,High,8,7.0,0.0,7.0
30,No,Travel Rarely,852,Sales,10,Bachelor,Marketing,1179,High,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1.0,No Overtime,18,3,Low,1,10.0,3,High,10,3.0,1.0,4.0
40,No,Travel Frequently,902,Research & Development,26,College,Medical,1180,High,Female,92,Medium,2,Research Scientist,Very High,Married,4422,21203,3.0,Overtime,13,3,Very High,1,16.0,3,Low,1,1.0,0.0,0.0
35,No,Travel Rarely,819,Research & Development,2,Bachelor,Life Sciences,1182,High,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,19588,2.0,No Overtime,18,3,Medium,1,15.0,2,Very High,7,7.0,6.0,4.0
34,No,Travel Frequently,669,Research & Development,1,Bachelor,Medical,1184,Very High,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0.0,No Overtime,20,4,High,0,14.0,3,High,13,9.0,4.0,9.0
35,No,Travel Frequently,636,Research & Development,4,Master,Other,1185,Very High,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1.0,No Overtime,13,3,Medium,1,2.0,2,Very High,2,2.0,2.0,2.0
43,Yes,Travel Rarely,1372,Sales,9,Bachelor,Marketing,1188,Low,Female,85,Low,2,Sales Executive,High,Single,5346,9489,8.0,No Overtime,13,3,Medium,0,7.0,2,Medium,4,3.0,1.0,3.0
32,No,No Travel,862,Sales,2,Below College,Life Sciences,1190,High,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1.0,No Overtime,12,3,High,3,1.0,3,High,1,0.0,0.0,0.0
56,No,Travel Rarely,718,Research & Development,4,Master,Technical Degree,1191,Very High,Female,92,High,5,Manager,Low,Divorced,16581,18575,4.0,No Overtime,13,3,Very High,1,28.0,2,High,5,2.0,4.0,2.0
29,No,Travel Rarely,1401,Research & Development,6,Below College,Medical,1192,Medium,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1.0,No Overtime,13,3,Low,1,10.0,5,High,10,8.0,0.0,8.0
19,No,Travel Rarely,645,Research & Development,9,College,Life Sciences,1193,High,Male,54,High,1,Research Scientist,Low,Single,2552,7172,1.0,No Overtime,25,4,High,0,1.0,4,High,1,1.0,0.0,0.0
45,No,Travel Rarely,1457,Research & Development,7,Bachelor,Medical,1195,Low,Female,83,High,1,Research Scientist,High,Married,4477,20100,4.0,Overtime,19,3,High,1,7.0,2,Medium,3,2.0,0.0,2.0
37,No,Travel Rarely,977,Research & Development,1,Bachelor,Life Sciences,1196,Very High,Female,56,Medium,2,Manufacturing Director,Very High,Married,6474,9961,1.0,No Overtime,13,3,Medium,1,14.0,2,Medium,14,8.0,3.0,11.0
20,No,Travel Rarely,805,Research & Development,3,Bachelor,Life Sciences,1198,Low,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1.0,No Overtime,12,3,Low,0,2.0,2,Medium,2,2.0,1.0,2.0
44,Yes,Travel Rarely,1097,Research & Development,10,Master,Life Sciences,1200,High,Male,96,High,1,Research Scientist,High,Single,2936,10826,1.0,Overtime,11,3,High,0,6.0,4,High,6,4.0,0.0,2.0
53,No,Travel Rarely,1223,Research & Development,7,College,Medical,1201,Very High,Female,50,High,5,Manager,High,Divorced,16581,18640,3.0,No Overtime,18,3,Medium,1,26.0,6,High,7,7.0,4.0,7.0
29,No,Travel Rarely,942,Research & Development,15,Below College,Life Sciences,1202,Medium,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0.0,Overtime,18,3,Low,1,6.0,2,Medium,5,4.0,1.0,3.0
22,Yes,Travel Frequently,1256,Research & Development,3,Master,Life Sciences,1203,High,Male,48,Medium,1,Research Scientist,Very High,Married,2853,4223,0.0,Overtime,11,3,Medium,1,1.0,5,High,0,0.0,0.0,0.0
46,No,Travel Rarely,1402,Sales,2,Bachelor,Marketing,1204,High,Female,69,High,4,Manager,Low,Married,16581,24097,8.0,No Overtime,23,4,Low,0,28.0,2,High,18,14.5,7.5,9.0
44,No,No Travel,111,Research & Development,17,Bachelor,Life Sciences,1206,Very High,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2.0,No Overtime,13,3,Very High,0,6.0,3,High,0,0.0,0.0,0.0
33,No,Travel Rarely,147,Human Resources,2,Bachelor,Human Resources,1207,Medium,Male,99,High,1,Human Resources,High,Married,3600,8429,1.0,No Overtime,13,3,Very High,1,5.0,2,High,5,4.0,1.0,4.0
41,Yes,No Travel,906,Research & Development,5,College,Life Sciences,1210,Low,Male,95,Medium,1,Research Scientist,Low,Divorced,2107,20293,6.0,No Overtime,17,3,Low,1,5.0,2,Low,1,0.0,0.0,0.0
30,No,Travel Rarely,1329,Sales,29,Master,Life Sciences,1211,High,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8.0,No Overtime,19,3,High,3,8.0,3,High,4,3.0,0.0,3.0
40,No,Travel Frequently,1184,Sales,2,Master,Medical,1212,Medium,Male,62,High,2,Sales Executive,Medium,Married,4327,25440,5.0,No Overtime,12,3,Very High,3,5.0,2,High,0,0.0,0.0,0.0
50,No,Travel Frequently,1421,Research & Development,2,Bachelor,Medical,1215,Very High,Female,30,High,4,Manager,Low,Married,16581,9490,2.0,No Overtime,22,4,High,1,28.5,3,High,2,2.0,2.0,2.0
28,No,Travel Rarely,1179,Research & Development,19,Master,Medical,1216,Very High,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1.0,No Overtime,12,3,High,3,6.0,2,High,6,5.0,3.0,3.0
46,No,Travel Rarely,1450,Research & Development,15,College,Life Sciences,1217,Very High,Male,52,High,5,Research Director,Medium,Married,16581,10849,5.0,No Overtime,11,3,Low,1,25.0,2,High,4,2.0,0.0,3.0
35,No,Travel Rarely,1361,Sales,17,Master,Life Sciences,1218,High,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3.0,Overtime,15,3,Very High,3,15.0,2,High,7,7.0,1.0,7.0
24,Yes,Travel Rarely,984,Research & Development,17,College,Life Sciences,1219,Very High,Female,97,High,1,Laboratory Technician,Medium,Married,2210,3372,1.0,No Overtime,13,3,Low,1,1.0,3,Low,1,0.0,0.0,0.0
33,No,Travel Frequently,1146,Sales,25,Bachelor,Medical,1220,Medium,Female,82,High,2,Sales Executive,High,Married,4539,4905,1.0,No Overtime,12,3,Low,1,10.0,3,Medium,10,7.0,0.0,1.0
36,No,Travel Rarely,917,Research & Development,6,Master,Life Sciences,1221,High,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1.0,No Overtime,14,3,High,1,7.0,4,High,7,7.0,1.0,7.0
30,No,Travel Rarely,853,Research & Development,7,Master,Life Sciences,1224,High,Male,49,High,2,Laboratory Technician,High,Divorced,3491,11309,1.0,No Overtime,13,3,Low,3,10.0,4,Medium,10,7.0,7.5,9.0
44,No,Travel Rarely,200,Research & Development,29,Master,Other,1225,Very High,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1.0,No Overtime,25,4,Medium,0,20.0,3,High,18,11.0,7.5,14.5
20,No,Travel Rarely,654,Sales,21,Bachelor,Marketing,1226,High,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1.0,No Overtime,17,3,Very High,0,2.0,2,High,2,1.0,2.0,2.0
46,No,Travel Rarely,150,Research & Development,2,Master,Technical Degree,1228,Very High,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,17433,2.0,No Overtime,11,3,High,1,12.0,3,Medium,6,3.0,1.0,4.0
42,No,No Travel,179,Human Resources,2,Doctor,Medical,1231,Very High,Male,79,Very High,2,Human Resources,Low,Married,6272,12858,7.0,No Overtime,16,3,Low,1,10.0,3,Very High,4,3.0,0.0,3.0
60,No,Travel Rarely,696,Sales,7,Master,Marketing,1233,Medium,Male,52,Very High,2,Sales Executive,Very High,Divorced,5220,10893,0.0,Overtime,18,3,Medium,1,12.0,3,High,11,7.0,1.0,9.0
32,No,Travel Frequently,116,Research & Development,13,Bachelor,Other,1234,High,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1.0,No Overtime,20,4,High,1,2.0,2,High,2,2.0,2.0,2.0
32,No,Travel Frequently,1316,Research & Development,2,College,Life Sciences,1235,Very High,Female,38,High,2,Research Scientist,High,Single,4998,2338,4.0,Overtime,14,3,Very High,0,10.0,2,High,8,7.0,0.0,7.0
36,No,Travel Rarely,363,Research & Development,1,Bachelor,Technical Degree,1237,High,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2.0,Overtime,21,4,High,1,17.0,2,High,7,7.0,7.0,7.0
33,No,Travel Rarely,117,Research & Development,9,Bachelor,Medical,1238,Low,Male,60,High,1,Research Scientist,Very High,Married,2781,6311,0.0,No Overtime,13,3,Medium,1,15.0,5,High,14,10.0,4.0,10.0
40,No,Travel Rarely,107,Sales,10,Bachelor,Technical Degree,1239,Medium,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7.0,No Overtime,12,3,Medium,1,7.0,2,Very High,5,1.0,1.0,3.0
25,No,Travel Rarely,1356,Sales,10,Master,Life Sciences,1240,High,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0.0,No Overtime,14,3,Medium,0,5.0,4,High,4,3.0,1.0,1.0
